index,kabc_absTEC,kabc_absCB,usln_absTEC,usln_absCB,kazn_absTEC,kazn_absCB,kula_absTEC,kula_absCB,tyla_absTEC,tyla_absCB,rybn_absTEC,rybn_absCB,kamu_absTEC,kamu_absCB,tetu_absTEC,tetu_absCB,time,date
12,7.087,258819290.54771984,8.094,242184452.1927389,,,5.695,288722742.6846206,,,7.696,248367822.22694954,7.004,260348326.31419125,7.966,244122443.20053443,06:00:00,01-03-2022
13,8.647,234312322.79316515,9.734,220842262.53491247,,,6.445,271404096.1637656,,,9.002,229645719.36243674,8.491,236454965.40810466,9.197,227198136.8298527,06:30:00,01-03-2022
14,9.976,218147197.7595933,10.923,208476396.6406345,,,7.538,250957276.3197817,,,10.432,213326137.27828985,9.943,218508904.2019911,10.564,211989164.1749412,07:00:00,01-03-2022
15,10.935,208361974.89950114,11.731,201168668.5001184,,,9.971,218201886.32064694,,,11.506,203126073.70051703,11.119,206630769.81487846,11.536,202861781.520625,07:30:00,01-03-2022
16,11.505,203134901.23897973,12.266,196732621.30911732,,,12.801,192577662.08368883,,,11.871,199978914.33500826,11.651,201858135.5834655,11.881,199894737.49315327,08:00:00,01-03-2022
17,11.547,202765132.55151117,12.081,198233211.39760295,,,13.5,187525777.40955102,,,11.822,200392923.55786306,11.623,202101129.12786302,11.784,200715768.17703357,08:30:00,01-03-2022
18,11.508,203108422.07556948,12.044,198537470.95988286,,,9.027,229327500.4925016,,,11.737,201117242.82457313,11.584,202441051.4828244,11.629,202048985.21064308,09:00:00,01-03-2022
19,11.785,200707252.26586586,12.225,197062244.45248598,,,4.299,332310555.37248707,,,11.849,200164478.342852,11.691,201512517.4280838,11.761,200911933.80347738,09:30:00,01-03-2022
20,12.117,197938513.6954151,12.49,194960504.3261293,,,3.179,386440463.9551878,,,12.096,198110260.81119353,11.848,200172925.34888375,12.044,198537470.95988286,10:00:00,01-03-2022
21,11.848,200172925.34888375,12.149,197677660.58652017,,,4.752,316074633.34457964,,,11.778,200766886.41756108,11.531,202905758.5814552,11.811,200486218.33211142,10:30:00,01-03-2022
22,10.816,209505061.41109332,11.034,207425129.0651337,,,6.566,268891714.07804066,,,10.964,208086231.63989094,10.565,211979131.32209122,10.865,209032104.73636955,11:00:00,01-03-2022
23,9.474,223852097.76706657,9.775,220378628.40443072,,,5.89,283903150.1406895,,,9.853,219504595.72299606,9.326,225621329.0932007,9.582,222586989.438932,11:30:00,01-03-2022
24,8.205,240540697.57839444,8.627,234583769.04126978,,,4.524,323941478.98890424,,,8.771,232650132.0115894,8.058,242724842.12201056,8.253,239840177.13180098,12:00:00,01-03-2022
25,7.194,256887304.68775412,7.57,250426289.68664008,,,3.472,369775387.2449766,,,7.743,247612878.67649445,6.948,261395407.97981432,7.164,257424614.0066315,12:30:00,01-03-2022
26,6.362,273168756.95188946,6.576,268687186.9973491,,,2.968,399940983.7301869,,,6.852,263220179.92770013,6.146,277927538.3637043,6.265,275275348.5058442,13:00:00,01-03-2022
27,5.582,291630500.1874851,5.636,290230043.2716,,,3.128,389578056.43340814,,,6.025,280704473.030735,5.356,297719701.32585216,5.408,296284899.2333763,13:30:00,01-03-2022
28,4.497,324912496.42438287,4.422,327656275.0483052,,,2.562,430465446.2692638,,,4.906,311074267.3013331,4.444,326844238.4218024,4.256,333985066.9281229,14:00:00,01-03-2022
29,3.637,361290222.2865936,3.499,368345940.2083592,,,2.369,447656946.9249009,,,4.023,343520644.9891281,3.793,353782574.0532366,3.604,362940528.7970318,14:30:00,01-03-2022
30,3.094,391712746.694771,2.927,402732332.66685474,,,2.024,484309072.5151507,,,3.496,368503949.4843226,3.414,372903191.6013355,3.131,389391372.5844488,15:00:00,01-03-2022
31,2.876,406287459.85687035,2.735,416628709.4938392,,,1.392,583993806.3720675,,,3.359,375943739.3799775,3.142,388709154.15834993,2.893,405091977.07199323,15:30:00,01-03-2022
32,2.802,411617464.6752089,2.83,409576132.74959517,,,0.992,691786404.5661807,,,3.267,381200350.7465914,3.205,384869806.82807815,2.928,402663554.19608307,16:00:00,01-03-2022
33,2.737,416476460.7368849,2.771,413913504.3310129,,,1.458,570622768.89391,,,3.178,386501258.49091434,3.15,388215241.43769497,2.887,405512706.25972855,16:30:00,01-03-2022
34,2.547,431731151.5774011,2.723,417545721.70264024,,,1.748,521143283.148779,,,3.108,390829515.02592504,3.048,394657515.44447404,2.803,411544033.67566377,17:00:00,01-03-2022
35,2.531,433093620.13696706,2.77,413988211.21806306,,,2.201,464427403.7080243,,,3.138,388956818.5059736,3.099,391396619.82002145,2.74,416248400.23202044,17:30:00,01-03-2022
36,2.858,407564873.3629924,3.059,393947292.75525343,,,2.601,427226007.583406,,,3.399,373725108.3833499,3.406,373340871.5543323,2.995,398134163.3865566,18:00:00,01-03-2022
37,3.084,392347305.2618801,3.284,380212407.02243656,,,2.507,435161727.1795163,,,3.749,355852596.1411336,3.749,355852596.1411336,3.313,378544674.59326726,18:30:00,01-03-2022
38,2.935,402183089.5436935,3.05,394528098.3183695,,,1.99,488428863.6303834,,,3.456,370630360.37995714,3.621,362087553.40208954,3.075,392921052.5417184,19:00:00,01-03-2022
39,3.012,397009020.95277715,3.102,391207310.68206906,,,1.483,565792626.4040842,,,3.403,373505399.3059343,3.651,360596861.38546324,3.127,389640344.07573336,19:30:00,01-03-2022
40,2.97,399806300.78859025,3.126,389702661.60417277,,,0.808,766517683.4505543,,,3.417,372739458.0296217,3.621,362087553.40208954,3.127,389640344.07573336,20:00:00,01-03-2022
41,2.785,412871836.48139495,2.901,404533036.51316637,,,,,,,3.068,393369044.76602846,3.278,380560215.3650444,2.934,402251622.0634963,20:30:00,01-03-2022
42,3.091,391902790.8945315,3.35,376448399.7092569,,,0.447,1030561934.9673843,,,3.386,374441849.6789338,3.546,365896700.4566144,3.353,376279953.85115117,21:00:00,01-03-2022
43,3.267,381200350.7465914,3.579,364205927.40883124,,,1.32,599709451.1828854,,,3.531,366673057.57912123,3.637,361290222.2865936,3.618,362237641.51357216,21:30:00,01-03-2022
44,3.237,382962728.8465451,3.579,364205927.40883124,,,1.374,587806646.4778771,,,3.38,374774047.15637815,3.475,369615737.5056886,3.63,361638405.96428895,22:00:00,01-03-2022
45,3.36,375887791.208021,3.642,361042134.485392,,,1.43,576182203.4242649,,,3.391,374165692.2184902,3.459,370469601.1616461,3.744,356090132.11053985,22:30:00,01-03-2022
46,3.393,374055400.19185877,3.662,360054869.4858698,,,1.418,578615073.6543144,,,3.461,370362544.49096364,3.425,372303887.3777347,3.762,355237220.3897034,23:00:00,01-03-2022
47,3.182,386258252.3314051,3.408,373231307.09957254,,,1.121,650766296.4684975,,,3.275,380734477.8554556,3.141,388771025.89040244,3.569,364715805.7592974,23:30:00,01-03-2022
0,3.205,384869806.82807815,3.245,382490372.5411604,,,2.663,422223377.59550595,3.306,378945220.8049605,3.207,384749778.8174162,3.4,373670144.7668481,3.397,373835108.41763294,00:00:00,01-05-2022
1,3.165,387294207.53883207,3.28,380444173.21709126,,,2.975,399470187.82393295,3.307,378887922.06405616,3.269,381083722.21372664,3.506,367978040.91110265,3.456,370630360.37995714,00:30:00,01-05-2022
2,2.924,402938879.7353953,2.968,399940983.7301869,,,3.01,397140895.7350068,2.842,408710525.3020813,2.997,398001296.98426276,3.158,387723206.71343493,3.125,389765009.0426333,01:00:00,01-05-2022
3,2.596,427637236.87062687,2.657,422699838.2070567,,,2.523,433779709.47025913,2.583,428712015.5747965,2.704,419010122.82218665,2.762,414587326.164254,2.512,434728428.5286211,01:30:00,01-05-2022
4,2.541,432240569.04260397,2.546,431815929.41848874,,,2.737,416476460.7368849,2.564,430297525.27739775,2.674,421354035.13767344,2.63,424864049.87584656,2.388,445872510.57829267,02:00:00,01-05-2022
5,2.472,438231534.550746,2.448,440374488.8193287,,,2.449,440284570.59709084,2.464,438942372.8679771,2.596,427637236.87062687,2.499,435857707.99557126,2.16,468814443.5238776,02:30:00,01-05-2022
6,2.292,445114373.992516,2.465,438853328.8721592,,,1.544,554503396.6606526,2.339,450518622.8617159,2.525,433607881.49383235,2.393,445406457.8633051,2.413,443556755.27925324,03:00:00,01-05-2022
7,2.547,431731151.5774011,2.705,418932664.6233878,,,1.725,524606067.31022745,2.567,430046011.84610236,2.797,411985210.1829155,2.592,427967076.6704325,2.316,452750127.4862336,03:30:00,01-05-2022
8,2.741,416172463.2797819,2.935,402183089.5436935,,,1.616,542009851.8672904,2.792,412353943.1039316,3.077,392793335.63519424,2.934,402251622.0634963,2.378,446809021.81926036,04:00:00,01-05-2022
9,3.529,366776945.6836507,3.816,352714794.0175347,,,2.285,455810952.6483134,3.583,364002573.9996731,4.189,336645395.4092373,3.85,351153898.2943816,3.622,362037565.4742746,04:30:00,01-05-2022
10,4.887,311678388.18303883,5.324,298613085.7835542,,,4.65,319522453.51840615,4.87,312221911.4557343,5.614,290798160.2804437,5.234,301169508.12211823,5.091,305369958.65545845,05:00:00,01-05-2022
11,6.544,269343322.74113595,6.965,261076209.35946083,,,5.896,283758657.90121365,6.549,269240484.61637586,7.231,256229233.86787164,7.061,259295364.63622516,6.885,262588611.348464,05:30:00,01-05-2022
12,8.109,241960352.53135455,8.572,235335138.48106852,,,6.962,261132453.56161985,8.125,241721997.24381727,8.822,231976681.8527309,8.687,233772245.2678343,8.384,237959048.65965977,06:00:00,01-05-2022
13,8.95,230311880.38507652,9.489,223675097.5830154,,,7.499,251609005.98565108,9.088,228556564.60649037,9.541,223064731.9891716,9.556,222889591.4989357,9.203,227124062.5562445,06:30:00,01-05-2022
14,9.255,226485105.90974382,9.775,220378628.40443072,,,7.73,247821003.84968123,9.46,224017677.61581436,9.823,219839529.9431145,9.83,219761241.5012047,9.471,223887548.25390962,07:00:00,01-05-2022
15,9.077,228695011.28405446,9.661,221675051.3548022,,,7.786,246928182.09667936,9.306,225863646.13124213,9.565,222784705.01572898,9.562,222819650.72272527,9.203,227124062.5562445,07:30:00,01-05-2022
16,9.015,229480080.35002872,9.623,222112303.3733295,,,8.557,235541313.6266034,9.212,227013086.8682486,9.378,224994936.5810828,9.378,224994936.5810828,8.965,230119123.8605404,08:00:00,01-05-2022
17,9.224,226865372.0146068,9.818,219895501.51260945,,,8.919,230711783.69079638,9.556,222889591.4989357,9.529,223205142.0316041,9.528,223216854.8404717,9.046,229086536.92481777,08:30:00,01-05-2022
18,9.629,222043091.5399046,10.178,215971594.93746677,,,9.573,222691596.78681,9.936,218585861.37926146,9.879,219215554.34723657,9.976,218147197.7595933,9.34,225452170.46569782,09:00:00,01-05-2022
19,9.93,218651889.43132755,10.373,213931959.87896642,,,10.056,217277735.56016594,10.131,216471985.78654104,10.027,217591713.0681159,10.164,216120284.52130198,9.678,221480272.87692547,09:30:00,01-05-2022
20,9.623,222112303.3733295,10.128,216504043.837185,,,7.4,253286474.41675186,10.052,217320962.00753683,9.661,221675051.3548022,9.81,219985145.01470762,9.406,224659801.9007335,10:00:00,01-05-2022
21,8.771,232650132.0115894,9.306,225863646.13124213,,,7.413,253064285.75983703,8.71,233463386.72234967,8.832,231845317.27916762,9.027,229327500.4925016,8.574,235307689.34835944,10:30:00,01-05-2022
22,7.736,247724880.88898346,7.918,244861277.000405,,,6.86,263066654.00042066,7.565,250509034.20886725,7.766,247245938.2210597,7.8,246706480.3557475,7.344,254250329.66408324,11:00:00,01-05-2022
23,7.116,258291366.0011491,6.982,260758177.2426165,,,5.401,296476838.01567805,6.809,264050012.09282044,7.006,260311162.89578557,6.976,260870291.1183417,6.498,270294995.7918521,11:30:00,01-05-2022
24,6.273,275099762.2347458,6.3,274509629.7805669,,,3.955,346461207.6716603,5.799,286122034.46735144,6.414,272059177.6618193,6.219,276291535.73733246,5.662,289562905.87398857,12:00:00,01-05-2022
25,5.543,292654643.5860183,5.835,285238030.1882682,,,2.458,439477777.465702,5.384,296944532.478575,5.933,282872471.2810355,5.667,289435136.8584251,5.22,301573104.8489728,12:30:00,01-05-2022
26,5.055,306455400.3195527,5.573,291865886.4866637,,,2.669,421748524.53700763,5.179,302764466.3602643,5.711,288318014.61786777,5.433,295602434.3771429,5.06,306303952.1263057,13:00:00,01-05-2022
27,4.767,315576956.08209485,5.462,294816652.64921254,,,2.679,420960650.647898,4.946,309813831.5368394,5.44,295412187.767022,5.168,303086509.59107935,4.881,311869895.6592854,13:30:00,01-05-2022
28,4.099,340321118.2892029,4.572,322236511.99784434,,,2.734,416704896.5127615,4.362,329902060.58709437,4.735,316641524.00070894,4.326,331271902.0249953,4.392,328773415.2653079,14:00:00,01-05-2022
29,3.457,370576750.7231525,3.836,351794106.4800305,,,2.552,431308010.0942011,3.76,355331685.81362814,4.007,344205802.7777863,3.854,350971622.70551366,3.78,354390408.171233,14:30:00,01-05-2022
30,3.013,396943132.8067832,3.488,368926303.7197764,,,1.887,501581960.6259423,3.265,381317086.42556316,3.457,370576750.7231525,3.291,379807833.39578515,3.281,380386191.9360692,15:00:00,01-05-2022
31,2.797,411985210.1829155,3.268,381142023.0971418,,,0.937,711800130.6128813,3.037,395371593.28307015,3.3,379289560.01349556,2.682,420725148.16756546,2.988,398600245.8513104,15:30:00,01-05-2022
32,2.794,412206331.163242,3.372,375218355.6077882,,,1.261,613578757.3248727,3.068,393369044.76602846,3.291,379807833.39578515,3.002,397669712.0754267,2.968,399940983.7301869,16:00:00,01-05-2022
33,2.697,419553535.9008842,3.118,390202280.60627013,,,1.66,534778347.34299517,2.938,401977701.96222836,3.152,388092057.1599824,2.937,402046129.5228504,2.895,404952024.75236565,16:30:00,01-05-2022
34,2.627,425106575.27845883,3.054,394269645.5567187,,,1.646,537047801.8745975,2.791,412427808.5667908,3.002,397669712.0754267,2.971,399739010.3226103,2.821,410228959.72809714,17:00:00,01-05-2022
35,2.739,416324378.7669659,3.159,387661833.82714415,,,1.857,505617278.7621104,2.752,415339890.4542716,2.974,399537342.60087603,3.071,393176860.5457312,2.823,410083617.310877,17:30:00,01-05-2022
36,2.813,410811878.614999,3.213,384390367.45563,,,2.077,478089945.720941,2.766,414287443.79144233,3.035,395501842.53492606,3.182,386258252.3314051,2.869,406782803.1078001,18:00:00,01-05-2022
37,2.719,417852740.65713966,3.149,388276877.58025014,,,2.172,467517582.2745581,2.776,413540575.6091736,2.941,401772628.72281474,3.245,382490372.5411604,2.877,406216844.15113896,18:30:00,01-05-2022
38,2.521,433951741.88212657,2.832,409431482.8659563,,,1.849,506709915.97101647,2.425,442457934.2140609,2.518,434210174.70416945,2.951,401091311.2430642,2.512,434728428.5286211,19:00:00,01-05-2022
39,2.465,438853328.8721592,2.733,416781125.34290844,,,1.551,553250684.466087,2.219,462539905.8853148,2.422,442731873.7310986,2.909,403976403.2443319,2.349,449558641.751983,19:30:00,01-05-2022
40,2.338,430614959.57250625,2.65,423257752.8210416,,,2.121,473104985.4464115,2.096,475918097.31931955,2.32,452359657.2734592,2.764,414437303.6059987,2.172,467517582.2745581,20:00:00,01-05-2022
41,2.476,437877408.0003457,2.689,420177175.83767974,,,1.965,491526097.35371876,2.112,474111950.0168695,2.316,452750127.4862336,2.75,415490895.691202,2.2,464532943.39890105,20:30:00,01-05-2022
42,2.871,406641091.62358063,3.079,392665743.1888734,,,2.021,484668396.71879023,2.545,431900757.2219627,2.661,422382018.73489875,3.038,395306516.8949604,2.62,425674086.93134356,21:00:00,01-05-2022
43,2.999,397868563.5148438,3.253,382019759.78522104,,,2.342,450229983.03100055,2.7,419320385.82125056,2.787,412723667.86493087,3.063,393689979.016007,2.725,417392465.78934675,21:30:00,01-05-2022
44,3.02,396482832.48966444,3.279,380502181.0200077,,,2.446,440554490.66163784,2.724,417469072.64798754,2.747,415717712.6832706,3.007,397338954.5432965,2.706,418855249.3654741,22:00:00,01-05-2022
45,3.127,389640344.07573336,3.456,370630360.37995714,,,2.651,423177915.4624476,2.823,410083617.310877,2.789,412575658.65527093,3.149,388276877.58025014,2.836,409142642.2777194,22:30:00,01-05-2022
46,3.067,393433168.8262419,3.409,373176561.0329635,,,2.824,410011004.0093231,2.701,419242755.4612738,2.766,414287443.79144233,3.071,393176860.5457312,2.688,420255326.5266914,23:00:00,01-05-2022
47,2.892,405162007.6675673,3.157,387784608.75780016,,,2.746,415793400.9338173,2.515,434469069.79307956,2.653,423018376.18610376,2.967,400008376.26309925,2.589,428214957.9982944,23:30:00,01-05-2022
0,2.612,426325463.1148608,2.234,460984448.372307,,,,,2.097,475804607.84654355,2.631,424783300.2695152,2.28,456310471.65042627,2.236,460778237.4702992,00:00:00,01-06-2022
1,2.507,435161727.1795163,2.336,450807818.5411361,,,,,2.25,459342468.2721367,2.698,419475776.00105953,2.209,463585667.80327034,2.216,462852891.083565,00:30:00,01-06-2022
2,2.411,443740689.2516121,2.158,469031638.08893377,,,0.163,1706609098.2263188,2.186,466018094.75756866,2.646,423577554.71995103,2.112,474111950.0168695,2.008,486234762.30810976,01:00:00,01-06-2022
3,2.368,447751459.10729563,2.187,465911539.8013896,,,0.732,805327108.3921661,2.219,462539905.8853148,2.663,422223377.59550595,1.874,503318699.2058387,1.821,510590683.1773723,01:30:00,01-06-2022
4,2.407,444109244.70489055,2.33,451387884.59949034,,,1.256,614798839.5743186,2.352,449271841.9513399,2.744,415944901.54038745,1.759,519511229.00155413,1.896,500390081.0152101,02:00:00,01-06-2022
5,2.419,443006322.6925103,2.272,457113129.21298075,,,1.739,522490102.20684445,2.365,448035355.2316287,2.646,423577554.71995103,1.64,538029309.4894295,1.934,495449761.7779669,02:30:00,01-06-2022
6,2.302,444124778.61847997,2.349,449558641.751983,,,,,2.392,445499551.4912134,2.568,429962271.9929385,1.586,547112033.8839151,1.869,503991495.5216932,03:00:00,01-06-2022
7,2.514,434555471.1203319,2.504,435422329.0955862,,,,,2.427,442275590.1163874,2.657,422699838.2070567,1.96,492152644.57728934,1.807,512564805.3058456,03:30:00,01-06-2022
8,2.615,426080846.7823292,2.697,419553535.9008842,,,,,2.637,424299767.61390936,2.855,407778949.29828095,2.34,450422347.91182685,1.885,501847981.3079304,04:00:00,01-06-2022
9,2.965,400143263.59664595,3.189,385834092.2275719,,,0.379,1119201423.3987982,3.132,389329204.2480449,3.422,372467047.3683489,2.943,401636087.4686684,2.464,438942372.8679771,04:30:00,01-06-2022
10,3.98,345371361.60028356,4.232,334930755.6551211,,,1.951,493286493.2069925,4.06,341951758.9439953,4.565,322483477.11692154,4.025,343435287.64031655,3.735,356518898.2286634,05:00:00,01-06-2022
11,5.077,305790702.8192967,5.484,294224704.7709759,,,2.778,413391686.10817885,5.243,300910907.1515583,5.794,286245464.02076846,5.519,293290274.3299478,5.183,302647613.99529433,05:30:00,01-06-2022
12,6.047,280193382.7775333,6.545,269322745.68906105,,,3.987,345068043.11366636,6.146,277927538.3637043,6.686,266467760.93899584,6.68,266587405.2289155,6.228,276091830.95103884,06:00:00,01-06-2022
13,6.726,265674228.02476352,7.226,256317866.90309644,,,4.117,339576341.6968836,6.801,264205267.14788887,7.296,255085308.36383593,7.311,254823494.36857945,6.85,263258603.42690894,06:30:00,01-06-2022
14,7.162,257460554.61609203,7.699,248319427.8857841,,,3.709,357766310.37693954,7.304,254945573.8650654,7.717,248029654.7107764,7.683,248577858.47778535,7.222,256388839.5936171,07:00:00,01-06-2022
15,7.381,253612266.99050182,7.911,244969585.04898623,,,4.346,330508777.53289914,7.56,250591860.80534732,7.955,244291168.48065662,7.749,247516997.59693587,7.283,255312867.7852254,07:30:00,01-06-2022
16,7.519,251274152.2227155,8.05,242845420.78922027,,,5.691,288824191.2972681,7.837,246123416.73371023,8.072,242514260.9464875,7.885,245373134.0275588,7.352,254111962.12748748,08:00:00,01-06-2022
17,7.582,250228036.8863186,8.187,240804979.69170362,,,5.278,299911532.3979752,8.022,243268865.6108708,8.132,241617938.07840922,7.981,243892925.6689548,7.236,256140692.71526852,08:30:00,01-06-2022
18,7.646,249178583.09004837,8.284,239390997.12776583,,,4.812,314097912.05860066,7.885,245373134.0275588,7.923,244784002.00337213,8.0,243603130.6516458,7.265,255628957.84506816,09:00:00,01-06-2022
19,7.855,245841254.89957935,8.517,236093774.36823702,,,4.083,340987272.3268004,8.185,240834398.17323685,8.133,241603083.45123473,8.117,241841086.79273129,7.57,250426289.68664008,09:30:00,01-06-2022
20,8.186,240819687.584812,8.635,234475077.37828612,,,3.177,386562081.7281295,8.225,240248068.88419548,8.25,239883780.4731542,8.217,240364992.15131146,7.816,246453836.6844011,10:00:00,01-06-2022
21,8.155,241276973.24456382,8.481,236594327.1019435,,,2.992,398333712.72498333,8.01,243451021.2826768,8.17,241055380.99829438,8.265,239666001.23582008,7.864,245700537.40822083,10:30:00,01-06-2022
22,7.742,247628869.69195732,7.889,245310919.7430832,,,4.459,326294026.0821331,7.449,252452032.55857092,7.808,246580061.44898096,7.814,246485374.7018933,7.119,258236937.3068347,11:00:00,01-06-2022
23,6.891,262474268.3814278,7.306,254910676.10651922,,,4.28,333047343.78523093,6.907,262170082.54157373,7.349,254163823.47612655,7.263,255664151.47886124,6.649,267208145.13582993,11:30:00,01-06-2022
24,6.081,279408978.1907756,6.688,266427915.29227754,,,3.807,353131468.4617201,6.429,271741611.10364556,6.854,263181773.2477076,6.848,263297043.75761345,6.043,280286100.6433329,12:00:00,01-06-2022
25,5.724,287990423.3579442,6.088,279248299.36480856,,,3.81,352992412.94600683,5.798,286146707.6045048,6.242,275782037.9839294,5.978,281805784.51312107,5.527,293077937.45192003,12:30:00,01-06-2022
26,5.15,303615713.32830715,5.396,296614165.7538384,,,3.206,384809778.78328854,5.14,303910915.84172386,5.544,292628248.57865137,4.232,334930755.6551211,4.881,311869895.6592854,13:00:00,01-06-2022
27,4.265,333632493.30308765,4.633,320108133.2066037,,,2.122,472993496.11166054,4.336,330889679.78853416,4.602,321184480.0942679,3.441,371437307.47146475,3.831,352023602.30095565,13:30:00,01-06-2022
28,3.582,364053380.41683733,4.053,342246926.6803894,,,1.242,618254179.4111137,3.85,351153898.2943816,4.004,344334726.8610054,2.762,414587326.164254,3.411,373067141.1329327,14:00:00,01-06-2022
29,3.398,373780096.2609937,3.823,352391731.6588575,,,0.567,915032099.2685564,3.683,359026908.4106,3.787,354062723.951211,3.344,376785971.201129,3.319,378202358.31412596,14:30:00,01-06-2022
30,3.164,387355405.960252,3.583,364002573.9996731,,,0.789,775692079.9666706,3.416,372794011.92058784,3.594,363445103.6671074,3.882,349703592.05224913,3.234,383140314.16972095,15:00:00,01-06-2022
31,3.012,397009020.95277715,3.338,377124452.4532787,,,0.575,908644362.5402123,3.24,382785390.2267806,3.428,372140941.61719316,3.48,369350113.51341736,3.029,395893364.0060189,15:30:00,01-06-2022
32,2.93,402526102.9020301,3.23,383377479.3513118,,,0.109,2086962328.9467337,3.13,389453570.71160614,3.291,379807833.39578515,3.484,369138026.14966875,2.739,416324378.7669659,16:00:00,01-06-2022
33,2.703,419087624.0015829,3.027,396024129.7780428,,,,,2.904,404324029.50540775,3.144,388585499.2628532,3.282,380328237.15673745,2.516,434382719.9820721,16:30:00,01-06-2022
34,2.484,437171722.7585229,2.885,405653240.90482765,,,,,2.653,423018376.18610376,3.029,395893364.0060189,3.018,396614183.43992674,2.539,432410776.0068864,17:00:00,01-06-2022
35,2.427,442275590.1163874,2.887,405512706.25972855,,,0.56,920733289.0014722,2.427,442275590.1163874,2.949,401227297.4518343,2.904,404324029.50540775,2.611,426407095.5642667,17:30:00,01-06-2022
36,2.572,429627801.0967385,3.007,397338954.5432965,,,0.632,866701043.9218506,2.505,435335409.7756074,3.085,392283710.59329444,2.984,398867314.722715,2.741,416172463.2797819,18:00:00,01-06-2022
37,2.674,421354035.13767344,3.158,387723206.71343493,,,0.521,954572672.334725,2.654,422938674.18328875,3.306,378945220.8049605,3.321,378088459.0920537,2.953,400955463.20826393,18:30:00,01-06-2022
38,2.668,421827555.46144104,3.044,394916732.2313344,,,0.054,2965042883.039657,2.524,433693769.9529284,3.153,388030508.9782996,3.307,378887922.06405616,2.816,410592992.95238703,19:00:00,01-06-2022
39,2.735,416628709.4938392,3.133,389267065.67862064,,,0.206,1518078566.6415358,2.616,425999401.52749306,3.22,383972324.51797056,3.295,379577227.52546924,2.805,411397289.49782133,19:30:00,01-06-2022
40,2.582,428795026.90592116,2.982,399001050.62411684,,,,,2.446,440554490.66163784,3.134,389204956.852429,3.065,393561511.0801291,2.619,425755345.70595634,20:00:00,01-06-2022
41,2.64,424058619.6730811,2.997,398001296.98426276,,,,,2.463,439031471.08727854,3.116,390327485.8976702,2.955,400819753.113597,2.598,427472602.70211124,20:30:00,01-06-2022
42,3.135,389142877.74574935,3.497,368451257.1340877,,,,,3.032,395697457.9994633,3.654,360448802.72129303,3.375,375051554.81910205,3.066,393497324.2557472,21:00:00,01-06-2022
43,3.161,387539175.4365315,3.414,372903191.6013355,,,,,3.027,396024129.7780428,3.689,358734818.67404985,3.235,383081091.61520237,3.057,394076138.9705564,21:30:00,01-06-2022
44,3.196,385411326.4051262,3.427,372195233.0963087,,,,,3.041,395111480.36459726,3.723,357093003.10654426,3.221,383912715.36997217,3.053,394334211.1258991,22:00:00,01-06-2022
45,3.248,382313689.01219755,3.446,371167739.7550859,,,,,3.122,389952231.0576138,3.823,352391731.6588575,3.335,377294035.517738,3.179,386440463.9551878,22:30:00,01-06-2022
46,3.045,394851880.15236336,3.157,387784608.75780016,,,,,3.014,396877277.45455784,3.809,353038746.53063196,3.254,381961055.2501399,2.566,430129800.6460882,23:00:00,01-06-2022
47,2.872,406570291.3981597,3.024,396220521.62238705,,,,,2.902,404463331.5007572,3.764,355142830.2670355,3.175,386683814.3974132,2.717,418006504.3203596,23:30:00,01-06-2022
0,2.937,402046129.5228504,3.247,382372556.3139572,,,2.225,461915835.56843126,3.382,374663216.44357276,4.017,343777099.4070715,3.565,364920357.5452941,3.408,373231307.09957254,00:00:00,01-07-2022
1,2.962,400345850.6977675,3.245,382490372.5411604,,,2.944,401567869.02444494,3.465,370148709.28578746,4.1,340279613.1828484,3.66,360153231.69764495,2.965,400143263.59664595,00:30:00,01-07-2022
2,2.792,412353943.1039316,2.977,399335979.794671,,,3.452,370845031.9070094,3.289,379923294.05611944,3.944,346944019.4957389,3.545,365948304.250744,3.125,389765009.0426333,01:00:00,01-07-2022
3,2.631,424783300.2695152,2.863,407208828.1536306,,,4.572,322236511.99784434,3.196,385411326.4051262,3.706,357911086.66008,3.242,382667301.25583017,2.935,402183089.5436935,01:30:00,01-07-2022
4,2.391,445592703.5155438,2.614,426162338.76868826,,,5.668,289409603.3453536,3.026,396089561.2745287,3.575,364409622.0150291,2.994,398200646.50689757,2.692,419942985.1037388,02:00:00,01-07-2022
5,2.157,449140348.63346666,2.365,448035355.2316287,,,6.767,264868169.75308067,2.754,415189049.7409423,3.223,383793580.31190735,2.687,420333520.8387509,2.571,429711345.63833463,02:30:00,01-07-2022
6,1.854,446026188.8805119,2.473,438142922.3701716,,,6.248,275649588.4263096,2.68,420882105.88545525,3.189,385834092.2275719,2.374,447185282.1148381,2.482,437347824.16456085,03:00:00,01-07-2022
7,1.858,435481195.51949966,2.582,428795026.90592116,,,0.868,739550774.4899532,2.788,412649643.3521187,3.223,383793580.31190735,2.492,436469438.4130975,2.589,428214957.9982944,03:30:00,01-07-2022
8,1.949,433539525.53612673,2.861,407351134.231067,,,,,3.003,397603494.4890755,3.48,369350113.51341736,2.795,412132584.6144519,2.883,405793921.7625005,04:00:00,01-07-2022
9,2.411,443740689.2516121,3.475,369615737.5056886,,,,,3.567,364818038.64308786,4.11,339865395.6060804,3.431,371978209.6183253,3.453,370791329.05654943,04:30:00,01-07-2022
10,3.428,372140941.61719316,4.534,323584045.9340216,,,1.688,530324434.6502642,4.537,323477046.52213484,5.144,303792731.5417691,4.427,327471189.8643289,4.396,328623802.7818995,05:00:00,01-07-2022
